4.67	1.5	1
14.64	1.5	1
20.62	1.5	1
25.61	1.5	1
29.59	1.5	1
34.58	1.5	1
38.57	1.5	1
43.55	1.5	1
46.54	1.5	1
50.52	1.5	1
54.51	1.5	1
55.88	0.1	2
60.51	1.5	1
65.49	1.5	1
69.48	1.5	1
72.46	1.5	1
